filename	acq_time	operator	randstr
fmap/sub-678438_ses-post_acq-fMRI_dir-AP_run-01_epi.nii.gz	2021-04-01T17:49:41	n/a	5800435b
fmap/sub-678438_ses-post_acq-fMRI_dir-PA_run-01_epi.nii.gz	2021-04-01T17:50:14	n/a	ab1c3e0c
func/sub-678438_ses-post_task-fix_acq-normal_run-01_bold.nii.gz	2021-04-01T17:51:49	n/a	f699922f
fmap/sub-678438_ses-post_acq-fMRI_dir-AP_run-02_epi.nii.gz	2021-04-01T18:08:31	n/a	c1a5b7fb
fmap/sub-678438_ses-post_acq-fMRI_dir-PA_run-02_epi.nii.gz	2021-04-01T18:08:54	n/a	ac5c3a83
func/sub-678438_ses-post_task-inscapes_acq-normal_run-01_bold.nii.gz	2021-04-01T18:10:23	n/a	6ccbec86
anat/sub-678438_ses-post_acq-highres_run-01_T1w.nii.gz	2021-04-01T18:54:00	n/a	b1614401
fmap/sub-678438_ses-post_acq-fMRI_dir-AP_run-04_epi.nii.gz	2021-04-01T18:59:29	n/a	cd2b68a4
fmap/sub-678438_ses-post_acq-fMRI_dir-PA_run-04_epi.nii.gz	2021-04-01T18:59:53	n/a	823c42a4
func/sub-678438_ses-post_task-films_acq-normal_run-01_bold.nii.gz	2021-04-01T19:01:15	n/a	17020d3a
