filename	acq_time	operator	randstr
fmap/sub-678479_ses-pre_acq-fMRI_dir-AP_run-01_epi.nii.gz	2022-02-01T11:34:19	n/a	a56a2264
fmap/sub-678479_ses-pre_acq-fMRI_dir-PA_run-01_epi.nii.gz	2022-02-01T11:34:48	n/a	87fe694c
func/sub-678479_ses-pre_task-fix_acq-normal_run-01_bold.nii.gz	2022-02-01T11:37:34	n/a	7d181a56
fmap/sub-678479_ses-pre_acq-fMRI_dir-AP_run-02_epi.nii.gz	2022-02-01T11:50:58	n/a	76518055
fmap/sub-678479_ses-pre_acq-fMRI_dir-PA_run-02_epi.nii.gz	2022-02-01T11:51:22	n/a	554514f6
func/sub-678479_ses-pre_task-inscapes_acq-normal_run-01_bold.nii.gz	2022-02-01T11:52:35	n/a	1dc0e4f1
func/sub-678479_ses-pre_task-films_acq-normal_run-01_bold.nii.gz	2022-02-01T12:00:48	n/a	9ef0e771
anat/sub-678479_ses-pre_acq-highres_run-01_T1w.nii.gz	2022-02-01T12:16:20	n/a	cd2529a6
