filename	acq_time	operator	randstr
fmap/sub-678344_ses-pre_acq-fMRI_dir-AP_run-01_epi.nii.gz	2022-10-25T12:38:00	n/a	c878a9a7
fmap/sub-678344_ses-pre_acq-fMRI_dir-PA_run-01_epi.nii.gz	2022-10-25T12:38:27	n/a	9059c2ec
func/sub-678344_ses-pre_task-fix_acq-normal_run-01_bold.nii.gz	2022-10-25T12:40:04	n/a	3782e7d8
fmap/sub-678344_ses-pre_acq-fMRI_dir-AP_run-02_epi.nii.gz	2022-10-25T13:08:47	n/a	04139128
fmap/sub-678344_ses-pre_acq-fMRI_dir-PA_run-02_epi.nii.gz	2022-10-25T13:09:02	n/a	c76e033d
func/sub-678344_ses-pre_task-films_acq-normal_run-01_bold.nii.gz	2022-10-25T13:10:23	n/a	95e781d6
anat/sub-678344_ses-pre_acq-highres_run-01_T1w.nii.gz	2022-10-25T13:26:18	n/a	ff4ffbef
fmap/sub-678344_ses-pre_acq-fMRI_dir-AP_run-03_epi.nii.gz	2022-10-25T13:39:06	n/a	77dedf33
fmap/sub-678344_ses-pre_acq-fMRI_dir-PA_run-03_epi.nii.gz	2022-10-25T13:39:25	n/a	37950bf8
func/sub-678344_ses-pre_task-inscapes_acq-normal_run-01_bold.nii.gz	2022-10-25T13:40:48	n/a	45d29fcf
